combo_key,coupling_mode,cleavage_form,strain_pct,seed,clearance_time,n_ruptured,n_total,lysis_fraction,cascade_count,reason,wall_s
inhibitory_x_exponential,inhibitory,exponential,23,7,12.384911051420104,128,500,0.256,37,network_cleared,90.5634081363678
inhibitory_x_exponential,inhibitory,exponential,25,0,12.03206592234601,200,500,0.4,98,network_cleared,71.29239106178284
inhibitory_x_exponential,inhibitory,exponential,25,1,3.547222920442141,73,500,0.146,38,network_cleared,47.7729868888855
inhibitory_x_exponential,inhibitory,exponential,23,9,12.387633069655509,163,500,0.326,45,network_cleared,92.1899847984314
inhibitory_x_exponential,inhibitory,exponential,23,8,15.113237503769781,176,500,0.352,31,network_cleared,122.13045859336853
inhibitory_x_exponential,inhibitory,exponential,25,5,9.378012047441015,194,500,0.388,119,network_cleared,6.771342992782593
inhibitory_x_exponential,inhibitory,exponential,23,5,17.495492154191602,199,500,0.398,49,network_cleared,130.4814145565033
inhibitory_x_exponential,inhibitory,exponential,23,3,20.020332965167103,202,500,0.404,38,network_cleared,176.164794921875
inhibitory_x_exponential,inhibitory,exponential,23,4,24.54446170303426,243,500,0.486,56,network_cleared,146.40664768218994
inhibitory_x_exponential,inhibitory,exponential,25,4,14.318449514714917,207,500,0.414,110,network_cleared,31.392768144607544
inhibitory_x_exponential,inhibitory,exponential,23,6,27.32317962041575,240,500,0.48,45,network_cleared,161.27977895736694
inhibitory_x_exponential,inhibitory,exponential,25,8,4.095436680563129,95,500,0.19,47,network_cleared,50.792487144470215
inhibitory_x_exponential,inhibitory,exponential,30,2,4.307646562785879,84,500,0.168,41,network_cleared,46.945401430130005
inhibitory_x_exponential,inhibitory,exponential,25,2,22.284809714649,213,500,0.426,45,network_cleared,130.75585079193115
inhibitory_x_exponential,inhibitory,exponential,30,4,1.8961484658942582,57,500,0.114,39,network_cleared,36.38340640068054
inhibitory_x_exponential,inhibitory,exponential,25,3,21.475388865298108,228,500,0.456,64,network_cleared,143.98317074775696
inhibitory_x_exponential,inhibitory,exponential,30,0,10.482358171445544,154,500,0.308,49,network_cleared,113.63462328910828
inhibitory_x_exponential,inhibitory,exponential,25,6,15.96706855479804,190,500,0.38,56,network_cleared,133.53043723106384
inhibitory_x_exponential,inhibitory,exponential,30,3,6.348784813414055,109,500,0.218,38,network_cleared,90.54831552505493
inhibitory_x_exponential,inhibitory,exponential,40,0,0.11808825352272179,129,500,0.258,128,network_cleared,3.6969830989837646
inhibitory_x_exponential,inhibitory,exponential,25,7,19.223023555861705,204,500,0.408,60,network_cleared,149.263765335083
inhibitory_x_exponential,inhibitory,exponential,30,1,10.521001775543496,150,500,0.3,50,network_cleared,132.82159113883972
inhibitory_x_exponential,inhibitory,exponential,40,3,0.08723530546523575,93,500,0.186,92,network_cleared,2.552776336669922
inhibitory_x_exponential,inhibitory,exponential,40,2,0.28091433442451325,101,500,0.202,99,network_cleared,6.591336965560913
inhibitory_x_exponential,inhibitory,exponential,40,5,0.11104427233428943,196,500,0.392,195,network_cleared,1.62337327003479
inhibitory_x_exponential,inhibitory,exponential,25,9,16.96422297734472,216,500,0.432,83,network_cleared,148.33236360549927
inhibitory_x_exponential,inhibitory,exponential,40,6,0.1940001252763386,212,500,0.424,210,network_cleared,3.5827698707580566
inhibitory_x_exponential,inhibitory,exponential,40,4,0.2283838735550266,88,500,0.176,87,network_cleared,6.641722679138184
inhibitory_x_exponential,inhibitory,exponential,40,8,0.028189120294622404,196,500,0.392,195,network_cleared,1.9024946689605713
inhibitory_x_exponential,inhibitory,exponential,40,7,0.5384459736362331,231,500,0.462,228,network_cleared,3.293583869934082
inhibitory_x_exponential,inhibitory,exponential,60,0,0.16695166992569194,284,500,0.568,283,network_cleared,0.8264293670654297
inhibitory_x_exponential,inhibitory,exponential,60,1,0.2208564485772407,284,500,0.568,283,network_cleared,0.969351053237915
inhibitory_x_exponential,inhibitory,exponential,60,2,0.04777882423696007,284,500,0.568,283,network_cleared,1.298933506011963
inhibitory_x_exponential,inhibitory,exponential,40,9,0.04871604085608668,211,500,0.422,209,network_cleared,2.9605088233947754
inhibitory_x_exponential,inhibitory,exponential,60,3,0.060756417324348264,284,500,0.568,283,network_cleared,1.0820488929748535
inhibitory_x_exponential,inhibitory,exponential,60,5,0.1121679565417273,283,500,0.566,282,network_cleared,1.009758472442627
inhibitory_x_exponential,inhibitory,exponential,60,4,0.23127175149703216,283,500,0.566,282,network_cleared,1.1778430938720703
inhibitory_x_exponential,inhibitory,exponential,60,6,0.07913132859068103,283,500,0.566,282,network_cleared,0.8803601264953613
inhibitory_x_exponential,inhibitory,exponential,60,7,0.2629029313264951,284,500,0.568,283,network_cleared,1.1018695831298828
inhibitory_x_exponential,inhibitory,exponential,60,8,0.1915127553978802,283,500,0.566,282,network_cleared,1.1239840984344482
inhibitory_x_exponential,inhibitory,exponential,60,9,0.0489647351132095,283,500,0.566,282,network_cleared,0.9923334121704102
inhibitory_x_exponential,inhibitory,exponential,80,0,0.24130447188908338,312,500,0.624,311,network_cleared,0.8426079750061035
inhibitory_x_exponential,inhibitory,exponential,80,2,0.17834983283980999,312,500,0.624,311,network_cleared,0.8813674449920654
inhibitory_x_exponential,inhibitory,exponential,80,1,0.2266334690480142,312,500,0.624,311,network_cleared,1.228978157043457
inhibitory_x_exponential,inhibitory,exponential,80,3,0.09846463867098185,313,500,0.626,312,network_cleared,1.2847659587860107
inhibitory_x_exponential,inhibitory,exponential,80,4,0.13132320619457594,312,500,0.624,311,network_cleared,1.0106315612792969
inhibitory_x_exponential,inhibitory,exponential,80,5,0.31667748875685536,326,500,0.652,324,network_cleared,1.0248868465423584
inhibitory_x_exponential,inhibitory,exponential,80,6,0.08106920609453182,312,500,0.624,311,network_cleared,0.9277925491333008
inhibitory_x_exponential,inhibitory,exponential,80,8,0.031817754628817765,313,500,0.626,312,network_cleared,0.9506747722625732
inhibitory_x_exponential,inhibitory,exponential,80,7,0.33804572679331996,313,500,0.626,312,network_cleared,1.1612021923065186
inhibitory_x_exponential,inhibitory,exponential,80,9,0.01956973458447543,313,500,0.626,312,network_cleared,1.0602412223815918
inhibitory_x_exponential,inhibitory,exponential,100,1,0.04556349428007203,342,500,0.684,341,network_cleared,0.8318989276885986
inhibitory_x_exponential,inhibitory,exponential,100,0,0.12198964285871147,341,500,0.682,340,network_cleared,1.0181353092193604
inhibitory_x_exponential,inhibitory,exponential,100,2,0.07559223284944255,341,500,0.682,340,network_cleared,1.0584015846252441
inhibitory_x_exponential,inhibitory,exponential,100,3,0.19120726107519825,342,500,0.684,341,network_cleared,1.0349009037017822
inhibitory_x_exponential,inhibitory,exponential,100,4,0.13353922502681415,341,500,0.682,340,network_cleared,0.9482583999633789
inhibitory_x_exponential,inhibitory,exponential,100,5,0.36912500850956587,342,500,0.684,341,network_cleared,0.9304659366607666
inhibitory_x_exponential,inhibitory,exponential,100,6,0.08680459877126202,341,500,0.682,340,network_cleared,1.1606147289276123
inhibitory_x_exponential,inhibitory,exponential,100,7,0.6524249954723884,338,500,0.676,337,network_cleared,1.1583633422851562
inhibitory_x_exponential,inhibitory,exponential,100,8,0.12788792490773662,338,500,0.676,337,network_cleared,1.0373728275299072
inhibitory_x_exponential,inhibitory,exponential,100,9,0.053712786846142044,343,500,0.686,342,network_cleared,1.2374722957611084
inhibitory_x_exponential,inhibitory,exponential,40,1,1.5843820076093573,79,500,0.158,63,network_cleared,43.847182750701904
inhibitory_x_linear,inhibitory,linear,0,1,37.69764967597489,247,500,0.494,0,network_cleared,16.036142826080322
inhibitory_x_linear,inhibitory,linear,0,4,33.13178578601508,220,500,0.44,0,network_cleared,11.900360107421875
inhibitory_x_exponential,inhibitory,exponential,30,5,19.465103614391705,218,500,0.436,50,network_cleared,166.30055570602417
inhibitory_x_exponential,inhibitory,exponential,30,6,21.26052804878876,227,500,0.454,57,network_cleared,172.0134460926056
inhibitory_x_exponential,inhibitory,exponential,30,8,18.75811191805102,226,500,0.452,54,network_cleared,163.652352809906
inhibitory_x_exponential,inhibitory,exponential,30,7,25.507977288566757,227,500,0.454,49,network_cleared,185.2911958694458
inhibitory_x_exponential,inhibitory,exponential,30,9,14.994874637087163,189,500,0.378,51,network_cleared,180.97324085235596
inhibitory_x_linear,inhibitory,linear,0,9,23.060110378690794,183,500,0.366,0,network_cleared,9.540433406829834
inhibitory_x_linear,inhibitory,linear,0,8,35.66166396236579,255,500,0.51,0,network_cleared,33.536564111709595
inhibitory_x_linear,inhibitory,linear,0,5,29.513102676938043,250,500,0.5,1,network_cleared,124.97747421264648
inhibitory_x_linear,inhibitory,linear,0,7,22.690912413864556,182,500,0.364,0,network_cleared,49.32541561126709
inhibitory_x_linear,inhibitory,linear,0,0,34.740028401069765,269,500,0.538,0,network_cleared,171.01161241531372
inhibitory_x_linear,inhibitory,linear,5,5,33.76236384051055,220,500,0.44,0,network_cleared,12.107636213302612
inhibitory_x_linear,inhibitory,linear,0,3,26.930408357051597,218,500,0.436,1,network_cleared,191.1616291999817
inhibitory_x_linear,inhibitory,linear,0,2,32.427992815515914,248,500,0.496,0,network_cleared,212.19398093223572
inhibitory_x_linear,inhibitory,linear,5,4,37.775061383738006,281,500,0.562,0,network_cleared,80.14830589294434
inhibitory_x_linear,inhibitory,linear,5,0,34.876453952054234,246,500,0.492,0,network_cleared,116.49750685691833
inhibitory_x_linear,inhibitory,linear,5,7,32.22577594889793,228,500,0.456,0,network_cleared,52.38908004760742
inhibitory_x_linear,inhibitory,linear,0,6,30.143637681829482,236,500,0.472,0,network_cleared,171.8451850414276
inhibitory_x_linear,inhibitory,linear,5,3,29.622294507228805,231,500,0.462,0,network_cleared,107.75995659828186
inhibitory_x_linear,inhibitory,linear,10,0,31.430522493409235,207,500,0.414,0,network_cleared,22.903441190719604
inhibitory_x_linear,inhibitory,linear,5,2,41.93599151483894,297,500,0.594,1,network_cleared,134.63791060447693
inhibitory_x_linear,inhibitory,linear,5,6,32.603447020178514,246,500,0.492,2,network_cleared,104.87934470176697
inhibitory_x_linear,inhibitory,linear,10,4,41.12902862567327,254,500,0.508,0,network_cleared,13.687740802764893
inhibitory_x_linear,inhibitory,linear,10,5,42.544409803728115,268,500,0.536,0,network_cleared,19.50814175605774
inhibitory_x_linear,inhibitory,linear,10,8,26.8091023668784,179,500,0.358,0,network_cleared,10.044473886489868
inhibitory_x_linear,inhibitory,linear,10,7,27.221140571699866,198,500,0.396,0,network_cleared,38.71328783035278
inhibitory_x_linear,inhibitory,linear,5,1,26.58064270122143,218,500,0.436,2,network_cleared,186.77607321739197
inhibitory_x_linear,inhibitory,linear,10,1,23.782462207134614,170,500,0.34,0,network_cleared,83.83775281906128
inhibitory_x_linear,inhibitory,linear,5,8,27.002153265318587,221,500,0.442,0,network_cleared,139.45487713813782
inhibitory_x_linear,inhibitory,linear,10,3,16.73727236360934,164,500,0.328,5,network_cleared,103.16259098052979
inhibitory_x_linear,inhibitory,linear,10,9,27.465184607597642,199,500,0.398,0,network_cleared,54.045661211013794
inhibitory_x_linear,inhibitory,linear,5,9,22.653663757187115,195,500,0.39,1,network_cleared,143.8635754585266
inhibitory_x_linear,inhibitory,linear,10,6,36.51562953725486,280,500,0.56,0,network_cleared,104.4455463886261
inhibitory_x_linear,inhibitory,linear,10,2,42.0670618654724,290,500,0.58,0,network_cleared,136.23986959457397
inhibitory_x_linear,inhibitory,linear,15,1,17.12167585216263,137,500,0.274,2,network_cleared,68.60447478294373
inhibitory_x_linear,inhibitory,linear,15,7,26.291295169464174,196,500,0.392,0,network_cleared,10.243680477142334
inhibitory_x_linear,inhibitory,linear,20,0,24.185566103553978,174,500,0.348,0,network_cleared,9.064879417419434
inhibitory_x_linear,inhibitory,linear,15,3,22.42022362426373,187,500,0.374,4,network_cleared,60.643078565597534
inhibitory_x_linear,inhibitory,linear,15,2,13.042174546059988,124,500,0.248,12,network_cleared,76.1295759677887
inhibitory_x_linear,inhibitory,linear,15,5,38.304194758412436,258,500,0.516,1,network_cleared,88.0005874633789
inhibitory_x_linear,inhibitory,linear,20,1,26.833651444346366,238,500,0.476,33,network_cleared,60.57140922546387
inhibitory_x_linear,inhibitory,linear,15,0,18.91396827095633,178,500,0.356,9,network_cleared,144.52288269996643
inhibitory_x_linear,inhibitory,linear,15,8,12.459660078753144,123,500,0.246,8,network_cleared,99.40686559677124
inhibitory_x_linear,inhibitory,linear,20,3,25.122172135046316,221,500,0.442,23,network_cleared,88.26082277297974
inhibitory_x_linear,inhibitory,linear,15,6,24.487229315779125,194,500,0.388,1,network_cleared,125.31655931472778
inhibitory_x_linear,inhibitory,linear,20,4,12.388553828721765,117,500,0.234,8,network_cleared,59.01390886306763
inhibitory_x_linear,inhibitory,linear,20,9,18.03283393251772,177,500,0.354,40,network_cleared,8.685573816299438
inhibitory_x_linear,inhibitory,linear,20,2,19.65584622113273,187,500,0.374,7,network_cleared,116.05508875846863
inhibitory_x_linear,inhibitory,linear,23,2,4.879809043572937,85,500,0.17,37,network_cleared,26.157893657684326
inhibitory_x_linear,inhibitory,linear,15,9,32.93648464115316,250,500,0.5,7,network_cleared,166.5880937576294
inhibitory_x_linear,inhibitory,linear,15,4,23.664091346120976,220,500,0.44,9,network_cleared,203.62927770614624
inhibitory_x_linear,inhibitory,linear,23,4,20.66678113120905,203,500,0.406,65,network_cleared,8.555135250091553
inhibitory_x_linear,inhibitory,linear,20,8,19.268776625542838,159,500,0.318,11,network_cleared,84.82098817825317
inhibitory_x_linear,inhibitory,linear,23,0,27.501985711780925,271,500,0.542,86,network_cleared,86.23532295227051
inhibitory_x_linear,inhibitory,linear,20,6,24.63838825933762,212,500,0.424,8,network_cleared,138.54170083999634
inhibitory_x_linear,inhibitory,linear,20,7,19.609576644900308,186,500,0.372,7,network_cleared,127.55747556686401
inhibitory_x_linear,inhibitory,linear,20,5,28.300266789947685,246,500,0.492,17,network_cleared,169.51880836486816
inhibitory_x_linear,inhibitory,linear,23,7,6.08678529699623,97,500,0.194,35,network_cleared,61.415201902389526
inhibitory_x_linear,inhibitory,linear,23,3,9.090058958075957,121,500,0.242,32,network_cleared,102.75612425804138
inhibitory_x_linear,inhibitory,linear,23,1,27.426483495573798,248,500,0.496,34,network_cleared,160.7477810382843
inhibitory_x_linear,inhibitory,linear,25,1,3.5514229705232805,71,500,0.142,39,network_cleared,43.021291971206665
inhibitory_x_linear,inhibitory,linear,25,0,3.9980512985714496,81,500,0.162,31,network_cleared,64.1345808506012
inhibitory_x_linear,inhibitory,linear,25,3,1.476934495480125,47,500,0.094,30,network_cleared,30.664952039718628
inhibitory_x_linear,inhibitory,linear,23,5,20.46797761374649,201,500,0.402,46,network_cleared,136.41229963302612
inhibitory_x_linear,inhibitory,linear,23,8,11.876233039792984,140,500,0.28,39,network_cleared,121.6633870601654
inhibitory_x_linear,inhibitory,linear,23,6,13.305215883059056,176,500,0.352,37,network_cleared,148.21405839920044
inhibitory_x_linear,inhibitory,linear,25,6,10.189503309863895,190,500,0.38,105,network_cleared,42.520925998687744
inhibitory_x_linear,inhibitory,linear,23,9,26.31809640701649,250,500,0.5,58,network_cleared,125.40629243850708
inhibitory_x_linear,inhibitory,linear,25,8,19.184998131647248,240,500,0.48,103,network_cleared,64.88439512252808
inhibitory_x_linear,inhibitory,linear,25,9,6.628957821775503,104,500,0.208,42,network_cleared,68.33818101882935
inhibitory_x_linear,inhibitory,linear,25,2,16.01286293430473,192,500,0.384,60,network_cleared,140.04193544387817
inhibitory_x_linear,inhibitory,linear,30,0,5.675351870627166,96,500,0.192,32,network_cleared,74.17343854904175
inhibitory_x_linear,inhibitory,linear,25,5,13.04129731361894,185,500,0.37,72,network_cleared,115.80272006988525
inhibitory_x_linear,inhibitory,linear,25,7,14.784347005654967,203,500,0.406,82,network_cleared,123.21136283874512
inhibitory_x_linear,inhibitory,linear,30,1,10.793603786328298,141,500,0.282,46,network_cleared,113.22487735748291
inhibitory_x_linear,inhibitory,linear,30,4,4.342492169481794,81,500,0.162,39,network_cleared,61.111578941345215
inhibitory_x_linear,inhibitory,linear,40,0,0.033496775992920294,197,500,0.394,196,network_cleared,1.4270703792572021
inhibitory_x_linear,inhibitory,linear,30,2,10.859644708745613,166,500,0.332,54,network_cleared,115.21137428283691
inhibitory_x_linear,inhibitory,linear,40,1,0.1572543881025439,212,500,0.424,211,network_cleared,2.8437488079071045
inhibitory_x_linear,inhibitory,linear,40,2,0.03312952677938419,197,500,0.394,196,network_cleared,1.3651773929595947
inhibitory_x_linear,inhibitory,linear,40,3,0.06243395112288841,197,500,0.394,196,network_cleared,1.756577730178833
inhibitory_x_linear,inhibitory,linear,40,5,0.7615736360020116,201,500,0.402,199,network_cleared,1.3077106475830078
inhibitory_x_linear,inhibitory,linear,40,4,0.1800366599581952,123,500,0.246,121,network_cleared,6.381056785583496
inhibitory_x_linear,inhibitory,linear,40,7,0.33816164488545625,199,500,0.398,198,network_cleared,1.7088544368743896
inhibitory_x_linear,inhibitory,linear,40,8,0.46102231079698736,122,500,0.244,120,network_cleared,6.975314140319824
inhibitory_x_linear,inhibitory,linear,40,9,0.0551210581328925,212,500,0.424,210,network_cleared,4.3698108196258545
inhibitory_x_linear,inhibitory,linear,60,0,0.12649316549266137,284,500,0.568,283,network_cleared,1.4918460845947266
inhibitory_x_linear,inhibitory,linear,60,1,0.11448227105917408,284,500,0.568,283,network_cleared,1.2145211696624756
inhibitory_x_linear,inhibitory,linear,60,2,0.10007421239252694,283,500,0.566,282,network_cleared,1.4189057350158691
inhibitory_x_linear,inhibitory,linear,60,3,0.17914572068706114,284,500,0.568,283,network_cleared,1.0690042972564697
inhibitory_x_linear,inhibitory,linear,60,4,0.03921465517110112,283,500,0.566,282,network_cleared,0.8554801940917969
inhibitory_x_linear,inhibitory,linear,60,5,0.2480872242148084,284,500,0.568,283,network_cleared,1.0845742225646973
inhibitory_x_linear,inhibitory,linear,60,6,0.5917077534544585,283,500,0.566,282,network_cleared,1.273963212966919
inhibitory_x_linear,inhibitory,linear,60,7,0.1013504799487089,284,500,0.568,283,network_cleared,1.3972234725952148
inhibitory_x_linear,inhibitory,linear,60,8,0.03830139608531934,284,500,0.568,283,network_cleared,0.9943046569824219
inhibitory_x_linear,inhibitory,linear,60,9,0.12995289738305577,284,500,0.568,283,network_cleared,0.9376327991485596
inhibitory_x_linear,inhibitory,linear,80,0,0.26113827986599514,313,500,0.626,312,network_cleared,1.2122650146484375
inhibitory_x_linear,inhibitory,linear,80,1,0.027299711110229514,326,500,0.652,325,network_cleared,0.9163110256195068
inhibitory_x_linear,inhibitory,linear,80,2,0.00042852241008785297,313,500,0.626,312,network_cleared,1.1069388389587402
inhibitory_x_linear,inhibitory,linear,80,3,0.01817894485644407,313,500,0.626,312,network_cleared,1.1971139907836914
inhibitory_x_linear,inhibitory,linear,80,4,0.36290007842228345,313,500,0.626,312,network_cleared,0.9946529865264893
inhibitory_x_linear,inhibitory,linear,80,5,0.10452267681688282,313,500,0.626,312,network_cleared,0.940589427947998
inhibitory_x_linear,inhibitory,linear,80,6,0.0994423905524323,313,500,0.626,312,network_cleared,1.146125316619873
inhibitory_x_linear,inhibitory,linear,80,7,0.2681199258738513,313,500,0.626,312,network_cleared,1.0266127586364746
inhibitory_x_linear,inhibitory,linear,80,8,0.03792155973425466,313,500,0.626,312,network_cleared,1.04402494430542
inhibitory_x_linear,inhibitory,linear,80,9,0.19826232651230438,313,500,0.626,312,network_cleared,1.0797441005706787
inhibitory_x_linear,inhibitory,linear,100,0,0.5197760799382023,341,500,0.682,340,network_cleared,1.0329697132110596
inhibitory_x_linear,inhibitory,linear,25,4,29.055247914312794,257,500,0.514,43,network_cleared,217.56949639320374
inhibitory_x_linear,inhibitory,linear,100,1,0.4079477987126109,342,500,0.684,341,network_cleared,1.0791616439819336
inhibitory_x_linear,inhibitory,linear,100,3,0.49312195473405845,341,500,0.682,340,network_cleared,1.141083002090454
inhibitory_x_linear,inhibitory,linear,100,2,0.255953147464674,342,500,0.684,341,network_cleared,2.030311107635498
inhibitory_x_linear,inhibitory,linear,100,4,0.06137904149265916,339,500,0.678,338,network_cleared,1.1381940841674805
inhibitory_x_linear,inhibitory,linear,100,5,0.10016918614397287,341,500,0.682,340,network_cleared,1.0518887042999268
inhibitory_x_linear,inhibitory,linear,100,6,0.028854702020385092,342,500,0.684,341,network_cleared,0.9343874454498291
inhibitory_x_linear,inhibitory,linear,100,7,0.4040707383594162,339,500,0.678,338,network_cleared,1.2450475692749023
inhibitory_x_linear,inhibitory,linear,100,8,0.20384117177458866,342,500,0.684,341,network_cleared,1.2687609195709229
inhibitory_x_linear,inhibitory,linear,100,9,0.044376170072472035,339,500,0.678,338,network_cleared,1.0546562671661377
inhibitory_x_linear,inhibitory,linear,40,6,3.1370677196843673,111,500,0.222,82,network_cleared,50.758217096328735
inhibitory_x_linear,inhibitory,linear,30,5,10.611198902309031,167,500,0.334,47,network_cleared,138.23746967315674
inhibitory_x_constant,inhibitory,constant,0,3,10.179534322112701,108,500,0.216,0,network_cleared,5.7769200801849365
inhibitory_x_linear,inhibitory,linear,30,6,20.076280055731782,224,500,0.448,58,network_cleared,152.92847776412964
inhibitory_x_constant,inhibitory,constant,0,0,9.254254555324227,111,500,0.222,0,network_cleared,51.75014019012451
inhibitory_x_linear,inhibitory,linear,30,7,21.441869420957705,242,500,0.484,55,network_cleared,164.2454867362976
inhibitory_x_constant,inhibitory,constant,0,2,30.778633132711402,255,500,0.51,0,network_cleared,59.1883111000061
