n_id,n_x,n_y,is_left_boundary,is_right_boundary
26,13,30,0.4484498845
27,14,15,0.8680191476
28,14,31,0.7891015991
29,15,16,1.008129506
30,15,32,1.009559362
31,17,18,2.099489231
32,18,19,0.6049439156
33,18,33,0.8027728124
34,19,20,2.039641863
35,19,34,1.191168046
36,20,21,1.198699553
37,20,35,0.7616770845
38,21,22,0.4920690697
39,21,36,0.9903531533
40,22,23,0.9683013002
41,22,37,0.578653589
42,23,24,0.7136053219
43,23,38,0.9030611054
44,24,25,0.6452105635
45,24,39,0.8939827322
46,25,26,0.9632667915
47,25,40,0.9412934942
48,26,27,0.763944246
49,26,41,1.167113171
50,27,28,1.308805503
51,27,42,1.050638237
52,28,29,0.6774389835
53,28,43,1.230796301
54,29,30,0.7653734768
55,29,44,1.30276563
56,30,31,0.6143936069
57,30,45,1.320606877
58,31,32,0.9213276862
59,31,46,0.5739032383
60,32,47,0.8227188364
61,33,34,0.948032089
62,33,50,1.031365576
63,34,35,0.6359717777
64,34,51,0.6060280666
65,35,36,1.002684167
66,35,52,0.7756710354
67,36,37,1.016656479
68,36,53,1.244081245
69,37,38,0.4919340765
70,37,54,1.024079157
71,38,39,1.488232425
72,38,55,0.827924624
73,39,40,0.6793771264
74,39,56,1.240598986
75,40,41,1.023707735
76,40,57,1.311185632
77,41,42,0.8128526329
78,41,58,0.5246178479
79,42,43,0.8899482194
80,42,59,0.7819482541
81,43,44,1.251679135
82,43,60,1.000387741
83,44,45,0.4953454706
84,44,61,0.5858740947
85,45,46,1.305090681
86,45,62,1.206437287
87,46,47,0.7255206173
88,46,63,0.9281016136
89,47,48,1.102354803
90,47,64,1.112093475
91,49,50,1.301301713
92,50,51,1.024907022
93,50,65,0.8951688487
94,51,52,0.8403540061
95,51,66,1.39447536
96,52,53,0.3900974311
97,52,67,0.8801812682
98,53,54,0.9403561355
99,53,68,0.5361559502
100,54,55,1.055492515
101,54,69,0.7224420446
102,55,56,1.294403006
103,55,70,0.8846220821
104,56,57,1.201515173
105,56,71,1.484908806
106,57,58,1.076069266
107,57,72,0.6625996289
108,58,59,0.5180901298
109,58,73,1.824464989
110,59,60,0.8895089832
111,59,74,0.7121392353
112,60,61,0.9815380468
113,60,75,0.8624726641
114,61,62,1.289275595
115,61,76,0.9406924154
116,62,63,0.9334079466
117,62,77,0.7050376274
118,63,64,1.112592187
119,63,78,0.6234352086
120,64,79,1.20000535
121,65,66,1.670113779
122,65,82,0.5160249653
123,66,67,0.3590359945
124,66,83,1.177559991
125,67,68,2.477811493
126,67,84,0.6313976191
127,68,69,0.5734729509
128,68,85,1.164966285
129,69,70,0.6715944213
130,69,86,0.7640225883
131,70,71,0.8119444438
132,70,87,1.139677682
133,71,72,0.7942523698
134,71,88,1.033390602
135,72,73,0.8674304006
136,72,89,0.6705733254
137,73,74,0.8208424548
138,73,90,0.6438081593
139,74,75,0.9308100191
140,74,91,0.6021895419
141,75,76,0.6094179102
142,75,92,1.62757171
143,76,77,0.9096463403
144,76,93,0.9093948245
145,77,78,1.130727267
146,77,94,0.7895070647
147,78,79,0.8502252391
148,78,95,1.093714713
149,79,80,1.035196844
150,79,96,0.594025672
151,81,82,1.27997158
152,82,83,0.7395769568
153,82,97,0.6181230285
154,83,84,0.6563107631
155,83,98,0.7987807035
156,84,85,1.737960987
157,84,99,0.5903209325
158,85,86,0.9875380439
159,85,100,0.4074595505
160,86,87,0.9279163703
161,86,101,1.313047553
162,87,88,0.8475670756
163,87,102,0.7285704284
164,88,89,1.015093137
165,88,103,1.215950018
166,89,90,1.198973987
167,89,104,1.985144689
168,90,91,1.006392776
169,90,105,0.7390144007
170,91,92,0.8844901649
171,91,106,0.9029028681
172,92,93,0.9681980836
173,92,107,0.9177976727
174,93,94,0.9928367065
175,93,108,0.4877704929
176,94,95,1.278141645
177,94,109,0.7440625851
178,95,96,0.5908618121
179,95,110,1.187067112
180,96,111,1.542329627
181,97,98,1.12269344
182,97,114,0.9879503199
183,98,99,0.6483329969
184,98,115,2.806871219
185,99,100,1.303316828
186,99,116,0.5986208302
187,100,101,0.6875862647
188,100,117,0.9601161893
189,101,102,0.5100864285
190,101,118,0.9907979963
191,102,103,0.7779688651
192,102,119,1.48916362
193,103,104,1.345092968
194,103,120,0.3266907375
195,104,105,0.9435141197
196,104,121,0.4979057463
197,105,106,1.423731945
198,105,122,0.9905977962
199,106,107,1.146902622
200,106,123,0.6159726715
201,107,108,1.877983403
202,107,124,2.02188383
203,108,109,0.6160566088
204,108,125,1.071884383
205,109,110,0.7163389017
206,109,126,0.9200839202
207,110,111,0.5701814354
208,110,127,1.906203802
209,111,112,0.63916702
210,111,128,0.8283850215
211,113,114,1.126356274
212,114,115,0.7234782419
213,114,129,0.8467025093
214,115,116,0.7472510742
215,115,130,0.8819444724
216,116,117,0.5914576099
217,116,131,0.7843136325
218,117,118,0.8573438997
219,117,132,0.816458656
220,118,119,0.9489776633
221,118,133,0.8293371085
222,119,120,1.241061523
223,119,134,0.8197775487
224,120,121,0.8808616589
225,120,135,0.7186943473
226,121,122,0.7580154478
227,121,136,0.570432828
228,122,123,1.133889245
229,122,137,0.5978779213
230,123,124,0.6965932964
231,123,138,1.066295123
232,124,125,1.084243667
233,124,139,0.7958413048
234,125,126,0.4265018572
235,125,140,1.091763277
236,126,127,1.026123021
237,126,141,0.538841215
238,127,128,1.249269552
239,127,142,0.7087085398
240,128,143,0.6016511152
241,129,130,0.9633587116
242,130,131,0.8667832772
243,131,132,1.003858963
244,132,133,0.5001588493
245,133,134,1.86629913
246,134,135,0.7361023228
247,135,136,0.5130568444
248,136,137,1.178451057
249,137,138,0.8098555193
250,138,139,1.052262659
251,139,140,0.8146104731
252,140,141,0.9073516785
253,141,142,1.020685811
254,142,143,0.6963795804
255,143,144,1.205960782

meta_key,meta_value
spring_stiffness_constant,5
