order,time_s,fiber_id,length_m,strain,tension_N,node_i,node_j
70,8.124267003128951,97,6.891749198560304e-06,0.22999999999999993,1.7199254168679993e-15,21,165
71,8.32102922430295,373,3.1641258489172593e-06,0.23,1.7199254168679997e-15,103,167
72,8.567360992122131,151,6.519554416587706e-06,0.22999999999999998,1.7199254168679995e-15,34,61
73,8.854734910712574,62,8.739472442169701e-06,0.23000000000000004,1.7199254168679997e-15,14,19
74,9.041125904264767,162,5.791860419283547e-06,0.23,1.7199254168679997e-15,36,41
75,9.152901059228945,404,5.617186085990521e-06,0.22999999999999995,1.7199254168679993e-15,120,172
76,9.20286938143839,170,4.737624161761143e-06,0.23000000000000004,1.7199254168679997e-15,37,143
77,9.269241471683653,137,1.3646075518700875e-06,0.23,1.7199254168679997e-15,31,39
78,9.347677009869564,441,4.987273582295289e-06,0.22999999999999832,1.7199254168679843e-15,148,218
79,9.400360551131547,486,5.555555555555556e-06,0.2299999999999999,1.7199254168679983e-15,204,205
80,9.566420981058027,362,5.716796489124808e-06,0.23000000000000007,1.7199254168680001e-15,99,141
81,9.597548904702236,332,6.088930330243696e-06,0.22999999999999993,1.7199254168679993e-15,87,181
82,9.74342652249513,363,5.194143243341086e-06,0.2299999999999999,1.7199254168679983e-15,99,156
83,10.17044479677599,254,5.846548419769814e-06,0.2299999999999999,1.7199254168679983e-15,62,129
84,10.37613347925393,20,2.896971364407081e-06,0.2299999999999999,1.7199254168679983e-15,4,104
85,10.443952618503316,481,5.272774744426873e-06,0.22999999999999995,1.7199254168679993e-15,197,205
86,10.535655266552924,52,5.0865699821900084e-06,0.2299999999999999,1.7199254168679983e-15,12,94
87,10.799450516100611,372,7.549322033425582e-06,0.22999999999999998,1.7199254168679995e-15,103,130
88,10.91325708554863,331,6.012688854194668e-06,0.2299999999999999,1.7199254168679983e-15,87,134
89,11.07357419530691,406,5.509838575094751e-06,0.22999999999999998,1.7199254168679995e-15,122,125
90,11.469342111653926,333,5.2117018549283496e-06,0.22999999999999993,1.7199254168679993e-15,87,187
91,11.591803870750773,181,4.504662804067803e-06,0.23000000000000004,1.7199254168679997e-15,41,150
92,11.75578975508372,437,7.965639295178321e-06,0.2299999999999999,1.7199254168679983e-15,144,174
93,11.78062260895888,127,3.618987331042008e-06,0.22999999999999998,1.7199254168679995e-15,29,97
94,11.821975185985902,197,5.4525660436725355e-06,0.22999999999999998,1.7199254168679995e-15,46,53
95,11.996181023537252,39,2.720688594696993e-06,0.23000000000000007,1.7199254168680001e-15,9,162
96,12.000410635971173,275,3.4891414034744423e-06,0.2300000000000037,1.719925416868033e-15,68,188
97,12.043726407017392,386,6.0993255786429815e-06,0.23,1.7199254168679997e-15,111,166
98,12.133310198533536,302,3.25173230586405e-06,0.2299999999999999,1.7199254168679983e-15,76,104
99,12.271389062196823,294,1.8183843665734206e-06,0.22999999999999995,1.7199254168679993e-15,73,138
100,12.296151013945728,144,8.006088057777754e-06,0.22999999999999993,1.7199254168679993e-15,32,123
101,12.355736033683545,27,5.0681755270737044e-06,0.22999999999999998,1.7199254168679995e-15,6,122
102,12.622250266768768,313,4.688096824816298e-06,0.22999999999999993,1.7199254168679993e-15,79,178
103,12.716987763110007,281,8.292445381498371e-06,0.23,1.7199254168679997e-15,69,165
104,12.766979718204384,378,2.4600864640892963e-06,0.22999999999999998,1.7199254168679995e-15,108,181
105,13.013433886465892,58,8.036031076952956e-06,0.23,1.7199254168679997e-15,13,55
106,13.13985019596756,415,7.403653521978902e-06,0.2299999999999999,1.7199254168679983e-15,129,168
107,13.14818243909829,455,2.245308325842562e-06,0.23,1.7199254168679997e-15,158,189
108,13.170932646708483,38,8.260450981097905e-06,0.23,1.7199254168679997e-15,9,120
109,13.549223731674235,358,8.628889272240243e-06,0.22999999999999995,1.7199254168679993e-15,98,111
110,13.873772068623417,489,5.555555555555549e-06,0.23,1.7199254168679997e-15,207,208
111,14.132750916906216,204,5.73331185204765e-06,0.22999999999999995,1.7199254168679993e-15,47,161
112,14.412702437484057,442,3.5429682990030926e-06,0.2299999999999999,1.7199254168679983e-15,149,171
113,14.464152265748554,303,3.171589293834299e-06,0.23000000000000007,1.7199254168680001e-15,76,167
114,14.50953443969504,213,5.9986775601331415e-06,0.2299999999999985,1.7199254168679865e-15,50,117
115,14.717584579708022,114,2.780689119263017e-06,0.23,1.7199254168679997e-15,26,52
116,14.78467140519283,40,5.678981043744811e-06,0.2299999999999999,1.7199254168679983e-15,9,163
117,15.14793250163812,250,6.3730086344703044e-06,0.22999999999999995,1.7199254168679993e-15,61,104
118,15.174339590524747,37,5.158950793834995e-06,0.23000000000000007,1.7199254168680001e-15,9,26
119,15.470589449927765,336,5.502766682187383e-06,0.22999999999999998,1.7199254168679995e-15,89,139
120,15.568944532082758,262,4.434305332946246e-06,0.23,1.7199254168679997e-15,64,129
121,15.598867308759022,346,1.9317623696566513e-06,0.23000000000000004,1.7199254168679997e-15,94,185
122,15.702696509629549,3,4.959954226738581e-06,0.23000000000000007,1.7199254168680001e-15,1,9
123,15.850711123994138,216,2.0389189363713767e-06,0.23000000000000004,1.7199254168679997e-15,51,86
124,16.1476059069707,498,5.555555555555549e-06,0.23,1.7199254168679997e-15,217,218
125,16.416342907888485,376,5.294815022563338e-06,0.22999999999999993,1.7199254168679993e-15,106,127
126,16.513526510591394,163,7.8052437110237e-06,0.22999999999999998,1.7199254168679995e-15,36,128
127,16.674174617028843,32,1.9358680475895334e-06,0.22999999999999993,1.7199254168679993e-15,7,55
128,17.165906494343723,260,4.275080653703855e-06,0.22999999999999998,1.7199254168679995e-15,64,77
129,17.194960378679905,453,2.645021802643191e-06,0.22999999999999998,1.7199254168679995e-15,155,199
130,17.205186590242004,411,5.15518284399229e-06,0.22999999999999998,1.7199254168679995e-15,125,166
131,17.23472243116558,167,5.91896388846508e-06,0.22999999999999987,1.7199254168679983e-15,37,102
132,17.373325833090465,443,1.5649189891585934e-06,0.22999999999999998,1.7199254168679995e-15,149,183
133,17.399657519401217,234,3.5046484637684817e-06,0.23000000000000004,1.7199254168679997e-15,57,65
134,17.5674299024514,487,5.5555555555555524e-06,0.23000000000000007,1.7199254168680001e-15,205,206
135,17.659078307165345,461,7.176745313301865e-06,0.2299999999999999,1.7199254168679983e-15,164,182
136,17.896171897888717,92,8.890221746464264e-06,0.22999999999999995,1.7199254168679993e-15,21,24
137,17.938468320234808,138,6.186533033774116e-06,0.23,1.7199254168679997e-15,31,60
138,18.053261390276532,459,3.933603446330363e-06,0.23000000000000004,1.7199254168679997e-15,163,191
139,18.522808487509778,108,6.063522575603783e-06,0.23,1.7199254168679997e-15,24,114
140,19.050859588966553,103,8.429745729190091e-06,0.23,1.7199254168679997e-15,23,46
141,19.051997369178736,394,5.295756993453315e-06,0.22999999999999998,1.7199254168679995e-15,114,174
142,19.06016374583113,135,4.1454831450169285e-06,0.23,1.7199254168679997e-15,30,137
143,19.119540046241607,68,3.923063653889448e-06,0.23,1.7199254168679997e-15,15,100
144,19.130983763132352,475,4.9667290127850784e-06,0.22999999999999993,1.7199254168679993e-15,177,179
145,19.29986334304462,19,5.518162204953755e-06,0.22999999999999995,1.7199254168679993e-15,4,61
146,19.609972967676043,196,6.459335087568877e-06,0.23000000000000004,1.7199254168679997e-15,45,130
147,19.873515782187237,142,7.750308517638827e-06,0.23,1.7199254168679997e-15,32,60
148,20.20803691281652,102,5.079291885624898e-06,0.23,1.7199254168679997e-15,22,147
149,20.306214197527535,104,7.469407167190857e-06,0.22999999999999995,1.7199254168679993e-15,23,53
150,20.354943079864867,221,3.9387515586731525e-06,0.22999999999999998,1.7199254168679995e-15,52,172
151,20.386785689199357,79,4.381419698257272e-06,0.23,1.7199254168679997e-15,17,101
152,20.42903233705649,388,1.7356620570102587e-06,0.22999999999999993,1.7199254168679993e-15,112,159
153,20.581409456127666,456,5.08266593771784e-06,0.22999999999999998,1.7199254168679995e-15,159,184
154,20.70519940317916,484,5.555555555555551e-06,0.22999999999999993,1.7199254168679993e-15,202,203
155,20.72020187858429,290,6.968851055458181e-06,0.23000000000000007,1.7199254168680001e-15,72,101
156,20.78141666738277,224,1.3359817136984596e-06,0.22999999999999987,1.7199254168679983e-15,53,126
157,20.941820334315086,377,6.513757361454587e-06,0.23,1.7199254168679997e-15,106,130
158,20.95713188499638,71,7.5421934914059225e-06,0.23000000000000004,1.7199254168679997e-15,16,73
159,21.143473495176224,174,8.022102644650572e-06,0.2299999999999999,1.7199254168679983e-15,38,127
160,21.239667582399843,50,6.397003979940066e-06,0.2299999999999987,1.7199254168679877e-15,11,219
161,21.260177590351862,139,6.841094337314885e-06,0.22999999999999998,1.7199254168679995e-15,31,98
162,21.644219950099753,439,7.198279925865798e-06,0.22999999999999934,1.7199254168679936e-15,148,216
163,21.848135560696452,24,4.679842722913785e-06,0.22999999999999995,1.7199254168679993e-15,5,184
164,22.116332089924565,252,4.720479056206389e-06,0.23000000000000007,1.7199254168680001e-15,61,143
165,22.156285860220766,198,6.578313802439288e-06,0.23,1.7199254168679997e-15,46,72
166,22.283144950899242,11,2.299396372842064e-06,0.22999999999999993,1.7199254168679993e-15,2,169
167,22.412839345544306,75,5.320969293934576e-06,0.2300000000000001,1.7199254168680005e-15,16,157
168,22.670908652063915,273,5.761006759100482e-06,0.2299999999999995,1.719925416867995e-15,68,116
169,22.780946616658746,282,6.044624392838787e-06,0.22999999999999998,1.7199254168679995e-15,70,151
170,22.866267178612507,265,4.325195852463087e-06,0.23,1.7199254168679997e-15,65,170
171,22.895078805997827,176,7.627504313367809e-06,0.23000000000000004,1.7199254168679997e-15,39,190
172,23.189558128090784,189,6.051268514296311e-06,0.22999999999999995,1.7199254168679993e-15,43,137
173,23.453681526622958,401,4.7490345723582545e-06,0.2299999999999999,1.7199254168679983e-15,119,140
174,23.46430818735298,297,8.636283335665427e-06,0.22999999999999993,1.7199254168679993e-15,74,93
175,23.679225661593527,153,3.853512935291117e-06,0.23000000000000007,1.7199254168680001e-15,34,143
176,23.90690535811441,356,3.8494858527116035e-06,0.23,1.7199254168679997e-15,97,108
177,23.94555257649859,471,7.611065661638823e-06,0.22999999999999812,1.7199254168679826e-15,173,213
178,24.250255969567874,35,4.155852277425207e-06,0.23,1.7199254168679997e-15,8,144
179,24.525989412504366,496,5.5555555555555524e-06,0.23000000000000007,1.7199254168680001e-15,215,216
180,24.54166504094621,190,7.007849795284479e-06,0.23000000000000004,1.7199254168679997e-15,43,191
181,24.65719272612585,54,5.23326524954461e-06,0.22999999999999998,1.7199254168679995e-15,12,165
182,24.81088801465896,8,2.5424546209404136e-06,0.22999999999999998,1.7199254168679995e-15,1,162
183,25.13606862256873,350,6.098679016136908e-06,0.23000000000000004,1.7199254168679997e-15,95,180
184,25.211497253885877,359,8.65993180308437e-07,0.2299999999999999,1.7199254168679983e-15,98,122
185,25.445607725511902,426,8.586433615405892e-06,0.22999999999999995,1.7199254168679993e-15,135,181
186,25.544632539883395,374,5.0196494478547135e-06,0.2299999999999999,1.7199254168679983e-15,103,168
187,25.634913516765664,423,2.2975781224465438e-06,0.23000000000000004,1.7199254168679997e-15,133,154
188,25.773612174594025,222,2.344001439569072e-06,0.22999999999999998,1.7199254168679995e-15,52,183
189,25.909220919839207,361,8.6544999125786e-06,0.23000000000000004,1.7199254168679997e-15,99,115
190,26.129615512731128,371,5.446946642294975e-06,0.2299999999999999,1.7199254168679983e-15,102,203
191,26.276087107006997,209,2.333126472203097e-06,0.23000000000000004,1.7199254168679997e-15,49,170
192,26.290977894199624,251,6.7094707831160955e-06,0.22999999999999993,1.7199254168679993e-15,61,115
193,26.37632869265619,51,4.494587106848422e-06,0.22999999999999993,1.7199254168679993e-15,12,41
194,26.57430376521692,445,6.286428545703603e-06,0.22999999999999993,1.7199254168679993e-15,150,165
195,26.883035659910917,227,2.194737028502709e-06,0.22999999999999993,1.7199254168679993e-15,54,169
196,27.410796198204153,317,6.716665802418711e-06,0.23000000000000007,1.7199254168680001e-15,81,154
197,27.490758724352993,403,6.04550122843518e-06,0.2299999999999999,1.7199254168679983e-15,119,202
198,27.625501706236484,413,4.740328423269736e-06,0.22999999999999998,1.7199254168679995e-15,128,150
199,27.92246696822515,369,4.285143557204354e-06,0.22999999999999993,1.7199254168679993e-15,102,140
200,28.070541980758964,474,8.840633337355632e-06,0.22999999999999998,1.7199254168679995e-15,176,179
201,28.226652870644312,225,1.5180816790619434e-06,0.23,1.7199254168679997e-15,54,80
202,28.576929269061875,393,6.3215705028973845e-06,0.2300000000000001,1.7199254168680005e-15,113,206
203,28.587154773800194,279,6.278201924490894e-06,0.23000000000000007,1.7199254168680001e-15,69,145
204,28.636554336843258,219,2.431170543393148e-06,0.2300000000000001,1.7199254168680005e-15,52,58
205,29.08097539604943,84,3.0934074293206944e-06,0.2299999999999999,1.7199254168679983e-15,18,115
206,29.093863221605478,10,3.395985333527312e-06,0.22999999999999993,1.7199254168679993e-15,2,80
207,29.28277245936142,29,6.39984287654892e-06,0.22999999999999993,1.7199254168679993e-15,6,166
208,29.312730170554676,271,3.6136711094154666e-06,0.22999999999999995,1.7199254168679993e-15,67,174
209,29.362860581609613,464,5.296895524700164e-06,0.22999999999999987,1.7199254168679983e-15,166,193
210,29.639445556577986,66,8.151177963656587e-06,0.22999999999999995,1.7199254168679993e-15,14,106
211,29.78292669096697,416,6.792734088524432e-06,0.2299999999999999,1.7199254168679983e-15,130,170
212,29.928693307780666,382,2.2631361721244477e-06,0.23,1.7199254168679997e-15,109,188
213,30.663737699468395,285,5.484107590246238e-06,0.22999999999999998,1.7199254168679995e-15,70,179
214,30.88385471400151,485,5.555555555555559e-06,0.22999999999999995,1.7199254168679993e-15,203,204
215,31.041104825700472,321,5.733592109296405e-07,0.23,1.7199254168679997e-15,83,120
216,31.27186091523203,95,4.691860944299253e-06,0.23,1.7199254168679997e-15,21,137
217,31.440802256173725,241,8.93934861810895e-06,0.22999999999999993,1.7199254168679993e-15,59,118
218,31.477667061967868,291,2.538337594091152e-06,0.22999999999999993,1.7199254168679993e-15,72,126
219,31.738147293684108,293,6.972375279674398e-06,0.22999999999999995,1.7199254168679993e-15,73,124
220,31.888496727631157,465,6.842672061775806e-06,0.22999999999999995,1.7199254168679993e-15,168,194
221,31.937270683234694,236,4.004397422582703e-06,0.22999999999999993,1.7199254168679993e-15,57,130
222,32.200259888930255,129,3.035507575512178e-06,0.22999999999999995,1.7199254168679993e-15,29,181
223,32.29405795714062,344,5.529391456240477e-07,0.22999999999999998,1.7199254168679995e-15,92,183
224,32.79393635142554,240,3.067797037021583e-06,0.23,1.7199254168679997e-15,58,183
225,33.5605950671543,469,6.914182294649744e-06,0.23000000000000007,1.7199254168680001e-15,173,180
226,33.56930153758007,407,3.829389924460909e-06,0.2299999999999999,1.7199254168679983e-15,123,142
227,34.132372876990594,242,5.673607720691857e-06,0.23,1.7199254168679997e-15,59,153
228,34.194559601162666,493,5.555555555555551e-06,0.22999999999999993,1.7199254168679993e-15,212,213
229,34.36741218006778,87,6.986156985048643e-06,0.22999999999999993,1.7199254168679993e-15,19,121
230,34.58319518911567,272,5.11680615562681e-06,0.22999999999999993,1.7199254168679993e-15,68,71
231,34.62754322081136,17,7.388454060286496e-07,0.2299999999999999,1.7199254168679983e-15,3,178
232,34.74719355355442,177,2.0688897000165067e-06,0.22999999999999993,1.7199254168679993e-15,40,137
233,34.75267472588596,353,6.228175557723566e-06,0.22999999999999998,1.7199254168679995e-15,96,168
234,34.974856972489576,21,2.144111442221736e-06,0.22999999999999993,1.7199254168679993e-15,4,115
235,35.106594637441994,171,7.462940482494295e-06,0.23,1.7199254168679997e-15,37,203
236,35.107893331114504,287,3.618966058949109e-06,0.22999999999999562,1.7199254168679607e-15,71,116
237,35.43949528118759,233,3.4671409990685055e-06,0.23000000000000007,1.7199254168680001e-15,56,161
238,35.46529794721543,340,8.872072794719816e-06,0.22999999999999998,1.7199254168679995e-15,91,101
239,36.36285916158964,185,5.207290253345684e-06,0.22999999999999987,1.7199254168679983e-15,42,140
240,36.431241162978445,345,3.3248686972076954e-06,0.23,1.7199254168679997e-15,94,165
241,36.94237905388991,451,2.405658037239304e-06,0.22999999999999987,1.7199254168679983e-15,153,158
242,37.08393202450095,368,6.043753397468186e-06,0.23,1.7199254168679997e-15,102,119
243,37.15373405973981,235,3.8088629632524663e-06,0.22999999999999993,1.7199254168679993e-15,57,106
244,37.409099729731,264,5.815112546577559e-06,0.22999999999999995,1.7199254168679993e-15,65,130
245,37.52081151303805,414,1.5897638076668196e-06,0.22999999999999995,1.7199254168679993e-15,129,136
246,37.72681455576005,101,5.629007630410479e-06,0.22999999999999987,1.7199254168679983e-15,22,139
247,38.247780809262984,397,4.529688572153158e-06,0.22999999999999995,1.7199254168679993e-15,116,215
248,38.314289083224025,430,1.9841648677502668e-06,0.23000000000000007,1.7199254168680001e-15,138,161
249,38.37500884199124,381,7.542538679027473e-06,0.23000000000000076,1.7199254168680064e-15,109,173
250,38.38880501429251,324,2.4398725809045768e-06,0.23000000000000007,1.7199254168680001e-15,84,159
251,39.004601023323715,93,7.931770564112195e-06,0.22999999999999993,1.7199254168679993e-15,21,43
252,39.11991930194023,311,2.0330497867896865e-06,0.22999999999999993,1.7199254168679993e-15,79,107
253,39.19747512433932,215,6.205868048321757e-06,0.22999999999999995,1.7199254168679993e-15,51,84
254,39.21749899438392,65,2.70951046174859e-06,0.23000000000000004,1.7199254168679997e-15,14,103
255,39.96832485977655,491,5.555555555555555e-06,0.22999999999999995,1.7199254168679993e-15,210,211
256,40.16102238731929,2,2.16301623371879e-06,0.22999999999999995,1.7199254168679993e-15,0,191
257,40.2517558166913,409,6.577664328575552e-06,0.2299999999999999,1.7199254168679983e-15,123,182
258,40.396468923307076,31,2.360608615331499e-06,0.22999999999999993,1.7199254168679993e-15,7,53
259,40.48346092868907,412,3.3487852712064233e-06,0.22999999999999993,1.7199254168679993e-15,128,145
260,40.7518053308218,53,3.0052249658296682e-06,0.2300000000000001,1.7199254168680005e-15,12,150
261,41.28693877592607,329,3.291184066816612e-06,0.23000000000000007,1.7199254168680001e-15,85,138
262,41.377642816428335,237,4.5120736663306126e-06,0.22999999999999998,1.7199254168679995e-15,58,79
263,41.76016419909299,259,4.730093444467772e-06,0.23000000000000007,1.7199254168680001e-15,64,76
264,42.25338792033672,231,3.6808727080902563e-06,0.23,1.7199254168679997e-15,56,85
265,42.35264813239079,149,3.3891379769438945e-06,0.23000000000000004,1.7199254168679997e-15,33,82
266,42.5652559550788,315,4.15549283031387e-06,0.22999999999999995,1.7199254168679993e-15,80,170
267,42.809662115021546,76,5.389093841678561e-06,0.23,1.7199254168679997e-15,16,186
268,42.83389612871165,7,6.0809131548173704e-06,0.2300000000000001,1.7199254168680005e-15,1,120
269,43.350971902425485,296,8.324633430587575e-07,0.22999999999999998,1.7199254168679995e-15,73,161
270,43.42269772930567,193,8.69227975678338e-06,0.23,1.7199254168679997e-15,44,121
271,44.743414430583385,145,8.425015643655696e-06,0.22999999999999995,1.7199254168679993e-15,32,176
272,44.83687174155781,160,6.48473856432389e-06,0.23000000000000004,1.7199254168679997e-15,35,121
273,45.06813004928885,47,6.335231828336917e-06,0.23000000000000176,1.719925416868015e-15,11,117
274,45.224352556846966,187,2.9218525489287324e-06,0.23000000000000004,1.7199254168679997e-15,42,201
275,45.4462307462371,202,2.6082632404109954e-06,0.22999999999999987,1.7199254168679983e-15,47,56
276,45.56859018816456,301,7.279062526935619e-06,0.23000000000000004,1.7199254168679997e-15,75,172
277,45.5963218466174,283,3.838351845307701e-06,0.22999999999999998,1.7199254168679995e-15,70,155
278,46.22050426164617,269,6.8805062109726275e-06,0.23000000000000007,1.7199254168680001e-15,66,164
279,46.2261989678568,239,5.264756085770799e-06,0.22999999999999987,1.7199254168679983e-15,58,107
280,46.37979379745215,492,5.555555555555555e-06,0.22999999999999995,1.7199254168679993e-15,211,212
281,46.50047545960703,300,2.099214367323923e-06,0.23000000000000004,1.7199254168679997e-15,75,147
282,47.09839702956476,364,8.660977172704396e-06,0.23,1.7199254168679997e-15,100,147
283,47.29626025528872,440,2.7349347902696488e-06,0.22999999999999465,1.7199254168679518e-15,148,217
284,47.361346738824025,6,4.724504520569563e-06,0.23,1.7199254168679997e-15,1,89
285,47.965380514708094,120,2.422206451202296e-06,0.23,1.7199254168679997e-15,27,107
